customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00173,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,115.82,1800.14,No
CUST00174,Male,1,No,Yes,59,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),57.08,8193.35,No
CUST00175,Male,1,No,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,90.62,5732.92,Yes
CUST00176,Male,0,No,Yes,11,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,2514.86,Yes
CUST00177,Female,0,No,Yes,8,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),93.67,7176.56,No
CUST00178,Male,0,Yes,Yes,60,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.17,7132.41,No
CUST00179,Male,0,No,Yes,34,No,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),63.16,4680.46,Yes
CUST00180,Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),113.73,3429.6,No
CUST00181,Male,0,Yes,No,48,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,102.05,6709.01,No
CUST00182,Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),115.43,1460.9,No
CUST00183,Female,1,No,No,70,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,109.43,3827.2,No
CUST00184,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),111.7,7781.55,Yes
CUST00185,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,109.19,3833.06,Yes
CUST00186,Male,1,Yes,Yes,13,No,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.24,8171.99,Yes
CUST00187,Female,1,No,No,15,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),28.87,8763.61,Yes
CUST00188,Female,1,Yes,No,35,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),24.69,5016.53,Yes
CUST00189,Male,0,Yes,Yes,11,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),54.5,6490.95,No
CUST00190,Male,1,No,No,71,No,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),61.0,7844.99,No
CUST00191,Male,1,Yes,Yes,4,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),82.22,2563.75,No
CUST00192,Female,1,No,No,54,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.94,3770.12,Yes
CUST00193,Male,1,Yes,Yes,37,No,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,72.94,3821.01,Yes
CUST00194,Female,0,Yes,Yes,68,No,Yes,DSL,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,111.88,5753.61,Yes
CUST00195,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.34,3723.41,No
CUST00196,Male,0,No,Yes,1,No,No phone service,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.83,3106.42,Yes
CUST00197,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,No,Mailed check,106.92,7714.98,No
CUST00198,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Mailed check,56.76,8633.83,Yes
CUST00199,Male,0,No,No,24,No,No,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,104.88,7940.25,Yes
CUST00200,Male,0,No,No,7,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.05,3702.2,No
CUST00201,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.54,954.11,No
CUST00202,Male,0,No,No,40,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.96,5783.5,No
CUST00203,Male,0,Yes,Yes,66,No,No,No,Yes,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.89,5744.35,Yes
CUST00204,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),63.06,2697.77,No
CUST00205,Female,0,No,No,2,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),113.18,8623.82,No
CUST00206,Male,0,Yes,No,5,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),97.35,1080.0,Yes
CUST00207,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.74,1236.24,Yes
CUST00208,Male,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),88.9,4381.98,No
CUST00209,Female,1,Yes,Yes,66,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.74,3670.81,Yes
CUST00210,Female,1,No,No,37,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),60.74,367.01,Yes
CUST00211,Male,1,No,No,18,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,58.76,7504.17,No
CUST00212,Male,1,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,116.98,8676.88,Yes
CUST00213,Male,0,Yes,Yes,21,No,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,68.78,8557.41,No
CUST00214,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.76,3217.45,No
CUST00215,Male,1,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),105.58,6522.88,No
CUST00216,Male,1,Yes,Yes,60,No,No phone service,No,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,66.62,6450.45,No
CUST00217,Female,0,No,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.03,3678.09,Yes
CUST00218,Female,1,Yes,Yes,5,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.25,2064.04,Yes
CUST00219,Male,1,Yes,No,64,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),27.01,4172.14,No
CUST00220,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.03,1437.22,No
CUST00221,Female,0,No,Yes,44,No,No,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),27.7,7338.21,No
CUST00222,Male,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),21.85,6494.91,Yes
CUST00223,Male,1,Yes,Yes,21,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,95.21,2556.82,No
CUST00224,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,33.72,5929.23,Yes
CUST00225,Male,1,Yes,Yes,23,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,74.27,6388.92,Yes
CUST00226,Male,1,Yes,Yes,46,No,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),23.43,5228.2,No
CUST00227,Male,0,Yes,Yes,3,No,No,No,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,109.11,8731.73,Yes
CUST00228,Female,0,Yes,No,16,No,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.76,5815.8,Yes
CUST00229,Male,0,No,Yes,52,No,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),82.74,7210.14,No
CUST00230,Female,1,No,Yes,67,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.95,4776.91,Yes
CUST00231,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,73.84,6770.46,No
CUST00232,Female,0,No,Yes,31,Yes,No phone service,No,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),45.65,186.31,No
CUST00233,Female,1,Yes,No,26,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,32.36,5092.79,No
CUST00234,Male,1,No,No,10,No,Yes,No,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,66.65,721.47,Yes
CUST00235,Female,1,Yes,Yes,1,No,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),78.12,6809.38,No
CUST00236,Male,1,Yes,Yes,15,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,47.02,1604.09,No
CUST00237,Female,0,No,Yes,55,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),68.09,6070.81,No
CUST00238,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,72.04,552.75,No
CUST00239,Female,0,Yes,Yes,49,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.34,5377.2,No
CUST00240,Female,0,Yes,No,58,No,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.59,2668.3,Yes
CUST00241,Female,0,No,Yes,2,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),21.13,8049.51,Yes
CUST00242,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.38,6649.31,Yes
CUST00243,Male,1,No,Yes,55,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,One year,No,Electronic check,35.74,6476.86,Yes
CUST00244,Male,0,No,No,46,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Electronic check,114.13,7139.97,No
CUST00245,Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,64.43,4960.03,No
CUST00246,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),20.38,5240.91,Yes
CUST00247,Female,0,No,No,34,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,20.15,7471.25,No
CUST00248,Male,0,Yes,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),111.4,6347.7,Yes
CUST00249,Male,0,Yes,Yes,62,No,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,37.14,4925.67,No
CUST00250,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.86,2263.01,No
CUST00251,Female,0,Yes,Yes,10,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,36.26,7519.73,Yes
CUST00252,Female,1,No,No,68,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,106.05,262.83,Yes
CUST00253,Male,1,No,Yes,21,No,No,No,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),36.7,7397.04,No
CUST00254,Female,1,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.52,1570.92,No
CUST00255,Female,1,Yes,No,5,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.46,6101.04,No
CUST00256,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,73.1,1557.35,Yes
CUST00257,Male,1,Yes,Yes,71,No,No phone service,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),114.58,1831.97,No
CUST00258,Male,0,No,Yes,21,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,84.16,1212.69,No
CUST00259,Male,0,No,No,38,No,Yes,No,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),103.0,6746.79,Yes
CUST00260,Male,1,No,Yes,26,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Mailed check,85.07,3559.09,Yes
CUST00261,Male,0,No,No,53,No,No phone service,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),20.41,7131.63,No
CUST00262,Male,0,Yes,Yes,71,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),49.35,951.22,No
CUST00263,Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,100.45,4826.03,No
CUST00264,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),46.59,1352.38,No
CUST00265,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.04,7930.17,Yes
CUST00266,Male,0,No,No,68,Yes,No phone service,No,Yes,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),37.67,211.0,Yes
CUST00267,Female,1,No,No,48,No,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.6,7561.53,Yes
CUST00268,Female,0,Yes,No,16,No,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),36.2,2982.97,Yes
CUST00269,Male,0,Yes,Yes,55,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,37.32,4350.79,Yes
CUST00270,Female,0,No,Yes,35,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,57.09,5289.29,Yes
CUST00271,Male,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,39.46,4343.25,Yes
CUST00272,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,95.47,5033.47,Yes
CUST00273,Female,0,No,No,50,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,31.76,7286.83,Yes
CUST00274,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.67,937.75,Yes
CUST00275,Male,0,No,Yes,24,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),83.91,7132.28,No
CUST00276,Female,1,No,No,66,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,56.01,4214.45,No
CUST00277,Male,0,No,No,42,No,Yes,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.01,6470.31,Yes
CUST00278,Male,1,Yes,No,52,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),88.5,7297.6,No
CUST00279,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),81.6,2255.39,Yes
CUST00280,Male,0,Yes,No,39,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.64,7898.5,No
CUST00281,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,94.91,7858.8,Yes
CUST00282,Male,1,No,No,69,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,83.67,2597.33,No
CUST00283,Male,1,Yes,Yes,59,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.41,6608.63,Yes
CUST00284,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),39.23,5149.07,Yes
CUST00285,Male,1,Yes,Yes,39,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),40.24,8173.13,Yes
CUST00286,Male,1,Yes,Yes,43,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.38,4424.7,No
CUST00287,Female,1,Yes,Yes,57,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.13,1553.41,Yes
CUST00288,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,65.49,2242.35,Yes
CUST00289,Female,0,Yes,No,57,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Two year,No,Electronic check,41.65,6457.33,Yes
CUST00290,Male,1,No,Yes,65,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.56,1505.41,Yes
CUST00291,Female,0,No,No,62,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),84.03,3782.22,No
CUST00292,Female,0,Yes,No,62,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),58.86,1407.03,Yes
CUST00293,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),68.51,7453.26,No
CUST00294,Female,1,No,No,1,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.98,596.54,Yes
CUST00295,Male,0,No,No,20,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),114.56,1515.02,Yes
CUST00296,Male,1,Yes,No,7,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,21.63,6255.77,No
CUST00297,Female,0,No,No,46,Yes,Yes,No,No,No,No,Yes,No internet service,No,One year,No,Mailed check,111.42,4672.57,Yes
CUST00298,Male,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),119.66,2976.12,No
CUST00299,Male,0,No,Yes,11,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,68.46,5293.54,No
CUST00300,Female,1,No,No,10,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.21,8099.7,No
CUST00301,Female,0,Yes,Yes,30,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53.59,7638.13,Yes
CUST00302,Female,1,Yes,Yes,11,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),31.04,8441.2,Yes
CUST00303,Male,1,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,43.43,3106.76,No
CUST00304,Female,0,Yes,No,34,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,103.5,4922.17,No
CUST00305,Male,1,No,No,63,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),52.18,1665.02,Yes
CUST00306,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),73.99,7145.89,No
CUST00307,Female,0,Yes,Yes,64,No,No phone service,No,No,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),48.01,3372.9,Yes
CUST00308,Female,0,No,Yes,18,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),109.17,7390.27,Yes
CUST00309,Male,0,No,No,20,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),47.02,1310.14,No
CUST00310,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),107.57,2558.6,No
CUST00311,Female,1,Yes,Yes,37,No,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),32.02,5597.45,No
CUST00312,Female,1,Yes,No,22,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),67.35,8091.18,No
CUST00313,Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),104.08,6580.69,No
CUST00314,Female,0,Yes,No,34,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,89.09,8191.43,Yes
CUST00315,Male,1,Yes,Yes,69,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,114.76,2830.63,Yes
CUST00316,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.7,8190.09,No
CUST00317,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,56.51,622.56,No
CUST00318,Male,1,No,Yes,36,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),80.06,8521.62,Yes
CUST00319,Male,1,No,No,33,No,No,No,No,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),76.42,4140.83,No
CUST00320,Male,0,Yes,Yes,68,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Mailed check,91.3,8476.03,No
CUST00321,Male,0,No,Yes,22,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),119.63,7612.34,Yes
CUST00322,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,94.99,3487.43,Yes
CUST00323,Female,1,Yes,No,62,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.73,2297.56,Yes
CUST00324,Male,1,Yes,No,33,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.94,3104.82,No
CUST00325,Female,1,No,No,51,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),84.53,4578.16,Yes
CUST00326,Female,1,No,Yes,2,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,72.01,1300.99,No
CUST00327,Female,1,Yes,No,24,No,Yes,DSL,No,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),48.65,6503.0,Yes
CUST00328,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,48.16,7770.27,No
CUST00329,Female,0,No,No,3,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,114.44,6656.82,No
CUST00330,Male,1,Yes,Yes,35,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),34.28,8606.81,Yes
CUST00331,Male,0,Yes,No,63,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),73.03,5596.21,Yes
CUST00332,Female,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,96.95,4232.93,Yes
CUST00333,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,51.4,5130.47,Yes
CUST00334,Male,0,Yes,No,40,No,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),51.17,3369.59,No
CUST00335,Female,1,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.85,2050.94,Yes
CUST00336,Male,1,No,No,54,No,No,DSL,No,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,65.42,339.69,Yes
CUST00337,Male,0,Yes,Yes,62,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,74.51,729.86,Yes
CUST00338,Female,0,No,Yes,22,Yes,No,No,No,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),57.02,8097.17,Yes
CUST00339,Female,1,No,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,79.11,7644.29,No
CUST00340,Male,0,No,Yes,31,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,68.01,404.28,No
CUST00341,Female,0,No,Yes,20,No,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,73.67,7110.56,Yes
CUST00342,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),38.87,8196.99,Yes
CUST00343,Male,1,No,Yes,39,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),118.51,6089.14,No
CUST00344,Female,0,No,No,41,No,Yes,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,79.62,7466.76,No
